appid,name,price,positive_ratings,negative_ratings,total_ratings
580010,Mystery Case Files: The Black Veil Collector's Edition,6.99,8,2,10
580040,Formata,9.99,290,130,420
580060,Cut Cut Buffet,6.99,0,1,1
580170,My Lovely Daughter,11.39,411,161,572
580200,Yonder: The Cloud Catcher Chronicles,18.99,1671,373,2044
580300,Super Stone Legacy,5.79,19,1,20
580320,Ashworld,10.59,12,6,18
580410,Destination: Pluto The VR Experience,0.00,15,12,27
580420,Tourists Kidnapped a Little Bear,0.79,48,18,66
580480,European Mystery: Scent of Desire Collector’s Edition,6.99,1,0,1
580510,Mr. Donovan,6.99,8,2,10
580520,Water Planet,14.99,22,7,29
580540,MonkeyKing VR,0.79,2,2,4
580560,Hero Barrier,2.79,16,22,38
580570,Lethis - Daring Discoverers,9.99,12,11,23
580590,Cublast HD,6.99,41,1,42
580630,Dimensional Rift,0.00,27,1,28
580680,CYBER JOLT (VR),0.79,7,8,15
580710,Afghanistan '11,22.99,148,53,201
580720,Carrier Deck,6.99,315,55,370
580820,Robot Soccer Challenge,5.59,33,12,45
580870,Ballistic,2.09,6,2,8
580880,City of Rott: Streets of Rott,0.79,12,5,17
580890,Arrow Heads,10.99,42,19,61
580910,idleBeer,0.79,11,26,37
580930,Redneck Deer Huntin',6.99,4,5,9
580940,Redneck Rampage Rides Again,6.99,12,3,15
580950,Arcane Maelstrom,2.89,6,8,14
580970,The Maze : Endless nightmare,3.19,15,18,33
580990,Space Impact Glitch,3.19,41,37,78
581000,Armored Gear,3.19,40,43,83
581010,Jump Like A Pirate,3.19,28,29,57
581030,The Last Hope: Trump vs Mafia - North Korea,0.79,97,151,248
581060,Jump To Die!!,2.89,57,25,82
581100,Langoth,1.99,24,30,54
581120,Griptape Backbone,0.00,350,29,379
581130,Metal Waltz: Anime tank girls,0.00,814,225,1039
581200,Nash Racing,2.79,49,66,115
581210,Dungeon Manager ZV 2,4.79,5,1,6
581220,News Tycoon,4.99,43,61,104
581230,Soul Saber 2,6.99,131,76,207
581270,Old Man's Journey,5.59,1386,187,1573
581300,Black Mirror,24.99,113,130,243
581310,Riskers,6.99,33,22,55
581320,Insurgency: Sandstorm,25.99,12858,3933,16791
581340,Narborion Saga,7.19,8,8,16
581360,FoxTail,7.77,127,3,130
581370,Drizzlepath: Glass,4.79,58,37,95
581380,Clockwise,1.69,16,11,27
581430,Triangle,1.59,15,34,49
581460,QuiVr Vanguard,11.39,5,1,6
581520,Sakura Magical Girls,6.99,113,47,160
581590,Retro Pinball,7.19,16,8,24
581600,The Albatross,1.69,12,18,30
581630,Sword With Sauce,2.09,3560,680,4240
581640,Numberline,3.19,165,28,193
581650,Once Upon an All Hallow's Eve,0.00,84,23,107
581670,The Astral Hero,0.79,36,32,68
581700,Whispers: Last Hope,3.19,8,15,23
581710,Stickmageddon,0.79,8,21,29
581720,Way of Hero,0.79,35,51,86
581730,Autumn Night 3D Shooter,6.19,21,16,37
581740,HUNGER,3.99,2,3,5
581800,Super Cuber,1.99,22,5,27
581810,1166,1.59,15,9,24
581820,Judas,1.99,66,25,91
581840,Caliper,0.79,11,0,11
581890,The Loner,1.59,5,4,9
581910,Iron Armada,0.00,86,11,97
581920,Dunk It (VR Basketball),0.79,3,6,9
581970,Zombie Ballz,1.59,62,26,88
581980,Candy Machine,5.99,11,26,37
58200,Jolly Rover,6.99,249,31,280
582010,MONSTER HUNTER: WORLD,49.99,72029,35294,107323
582030,Oblivion Tesseract VR,0.00,7,2,9
582050,HVRGUN,1.69,10,4,14
582160,Assassin's Creed® Origins,49.99,31644,6007,37651
582200,The Physiology of the Eye,10.49,4,1,5
582210,VRemin (Virtual Reality Theremin),0.99,17,2,19
582220,Virtual Idea Area,7.99,3,2,5
582260,Extreme-G 2,4.79,34,26,60
582270,Everything,10.99,1717,331,2048
582280,PIGMENTUM,0.79,84,91,175
582290,Rest House,3.99,8,19,27
58230,MacGuffin's Curse,6.99,81,16,97
582330,Warriors: Rise to Glory!,6.99,290,51,341
582350,Zombie Killin',1.59,6,1,7
582360,Spud Cricket VR,2.09,2,1,3
582370,Snowflake's Chance,2.09,13,3,16
582390,Ski Sport: Jumping VR,3.99,1,2,3
582430,Jumping Tank,0.79,79,50,129
582440,Nine,2.79,4,1,5
582500,We Were Here,0.00,8538,701,9239
582530,Wacky Spores: The Chase,5.99,8,0,8
582550,Passpartout: The Starving Artist,6.99,1722,473,2195
582560,The Invisible Hours,29.99,203,13,216
582580,Itineris,0.79,39,52,91
582610,Z-End,2.89,6,6,12
582620,Copoka,3.99,141,37,178
582660,Black Desert Online,7.99,10337,5759,16096
582830,SYNCH,0.00,35,6,41
582840,20something,1.99,5,6,11
582890,Estranged: Act II,0.00,526,124,650
582920,From Shadows,1.69,3,4,7
582960,LIT,4.79,18,1,19
582980,Castle of Shikigami 式神の城,8.99,27,24,51
582990,Space Fist,11.99,39,13,52
583000,Fly Away,0.79,3,0,3
583010,VoiceAttack,8.99,155,10,165
583030,Eraser & Builder,1.59,0,1,1
583040,Princess Maker Refine,6.99,127,45,172
583060,The Cavern,10.99,6,6,12
583090,SeaBed,14.99,45,2,47
583150,KART CHASER : THE BOOST VR,6.99,25,10,35
583190,The Astonishing Game,1.99,19,2,21
583240,Coffence,10.99,19,8,27
583270,Cosmic Express,6.99,95,7,102
583470,The End Is Nigh,10.99,1413,102,1515
583490,InfiniPicross,1.59,110,37,147
583500,Galaxis Wars,8.99,9,2,11
583530,Aquila Bird Flight Simulator,3.99,7,5,12
583570,1-2-Swift,1.99,1,2,3
583590,Arms Race - TCWE,10.99,35,17,52
583660,Dark Project,3.19,35,31,66
583740,AVATARIKA,0.00,60,85,145
583750,Sky Climbers,15.49,8,5,13
583760,Slash It 2,4.99,798,60,858
583890,Balthazar's Dream,2.09,80,8,88
583930,Faerie Solitaire Remastered,6.99,121,26,147
583950,Artifact,15.99,9937,10501,20438
58400,Turba,3.49,46,83,129
584040,Journey: Benjamin's Adventures,2.09,7,0,7
584100,Mad Digger,3.99,30,16,46
584150,Casey Powell Lacrosse 18,32.99,8,4,12
584170,Freedom Locomotion VR,0.00,157,18,175
584220,RunningDead,1.59,72,16,88
584280,Airport Master,10.99,9,40,49
584370,The Trail: Frontier Challenge,10.99,110,33,143
584400,Sonic Mania,14.99,8669,984,9653
584600,Virus Crashers,0.79,9,7,16
584760,Rayless,1.69,4,4,8
584780,Operation swat,1.69,17,17,34
584800,Civil War: Battle of Petersburg,0.79,45,17,62
584850,Power Solitaire VR,0.00,17,1,18
584860,Surfasaurus,0.79,6,0,6
584880,Pixel Sand,0.00,24,3,27
584890,Stayin' Alive,3.99,189,57,246
584930,Conductor,6.99,151,8,159
584940,Amber's Magic Shop,14.99,17,10,27
584980,Late Shift,9.99,4059,525,4584
584990,The Long Reach,12.99,129,18,147
585040,Dry Erase: Infinite VR Whiteboard,6.99,15,6,21
585080,Hunting Simulator,29.99,72,89,161
585090,Black River,4.99,3,7,10
585180,Open Sorcery,2.79,194,4,198
585190,A Gummy's Life,11.39,56,12,68
58520,Blood Bowl - Legendary Edition,7.99,675,228,903
585220,Mortificatio,2.09,28,11,39
585240,Return to Zork,4.79,11,0,11
585270,HeapVR,0.00,5,3,8
585290,Lifeline,2.79,75,34,109
585310,Beyond the City VR,3.99,6,3,9
585340,SYMMETRY alpha,0.00,22,0,22
585360,Steampunk Syndicate,1.59,34,28,62
585410,GameMaker Studio 2 Desktop,75.99,331,104,435
585420,Trailmakers,19.49,990,308,1298
585430,Flatspace IIk,9.99,7,6,13
585450,Shadows: Awakening,34.99,534,164,698
585500,Dick Wilde,11.99,20,0,20
58550,A Game of Thrones - Genesis,6.99,201,420,621
585550,FEMINAZI: The Triggering,0.79,918,196,1114
585560,Finnish Roller,0.79,28,49,77
585590,Emperor Kingdom,1.99,1,0,1
585600,GameMaker Studio 2 Web,114.99,4,3,7
58560,Runaway: A Twist of Fate,6.99,191,34,225
585610,GameMaker Studio 2 UWP,303.99,1,0,1
585620,GameMaker Studio 2 Mobile,154.99,13,7,20
585630,Switchblade,0.00,97,53,150
585690,Minimalism,0.79,307,155,462
58570,The Next BIG Thing,6.99,352,59,411
585710,Blazing Beaks,11.99,98,7,105
585740,MORTEM,3.99,3,7,10
585750,Chowdertwo,2.09,7,2,9
585770,Prism Collider,0.79,9,1,10
585820,Leylines,10.99,2,6,8
585830,Ninja Stealth 2,0.79,81,73,154
585840,Leaving Lyndow,2.79,493,122,615
585860,Bunker 58,1.69,40,84,124
585880,Once on a windswept night,0.00,103,13,116
585890,Sweetest Monster,4.79,320,19,339
585900,Harvest Moon: Light of Hope Special Edition,15.49,397,131,528
585910,Wild Guns Reloaded,11.39,137,17,154
585920,Puzzle One,0.79,5,1,6
585940,Project Shield,0.79,7,2,9
585950,Wayout 2: Hex,0.72,158,12,170
585970,Tank Assault X,1.59,17,9,26
585990,Echoes of the Fey Episode 0: The Immolation,0.00,31,10,41
586020,Flairtender,7.19,24,5,29
586030,Shardbound,0.00,799,257,1056
586060,JET HERO,2.89,33,19,52
586080,Age of Heroes (VR),22.99,13,24,37
586100,Heroes in the Sky-Origin,2.00,0,16,16
58610,Wargame: European Escalation,7.99,1892,574,2466
586110,Sansar,0.00,98,61,159
586130,Survival Driver,1.59,15,28,43
586140,BlazBlue Centralfiction,29.99,2136,232,2368
586150,Armored Freedom,6.99,6,14,20
586160,Dash Fleet,0.79,4,8,12
586170,Mad Dojo,3.99,28,10,38
586200,Street Fighter 30th Anniversary Collection,32.99,442,304,746
586230,Kult of Ktulu: Olympic,4.79,16,0,16
586240,Soul Searching,6.99,163,16,179
586270,Stickman Destruction,0.99,7,6,13
586280,Dima Rescues Ira,2.99,16,16,32
586310,Gunman Taco Truck,2.09,98,22,120
586320,UFO - Unfortunately Fortunate Organisms,1.59,17,1,18
586340,Lamm,1.99,40,8,48
586350,UBERMOSH:WRAITH,0.79,124,15,139
586360,Pyro VR,5.99,20,15,35
586380,VITATIO 2,0.79,293,122,415
586390,Missile Cards,3.99,49,4,53
586430,Spheroids,5.59,14,3,17
586450,HIKIBYOU2,1.59,12,1,13
586460,Greyhound Manager 2 Rebooted,12.99,6,3,9
586470,Casino Noir,3.19,30,22,52
586480,Detective Noir,3.19,19,24,43
586520,Castle Werewolf 3D,3.19,39,33,72
586530,Hell`s Little Story,1.99,26,28,54
586540,Ultimate Russian Zombie Rush,2.79,36,30,66
586570,Metanet Hunter CD,1.69,5,1,6
586600,The Adventures of Fluffy,0.79,4,15,19
586660,Trackless,6.99,42,3,45
586670,A Foretold Affair,9.99,14,0,14
586680,Awakening: The Golden Age Collector's Edition,6.99,1,4,5
586690,Dead Reckoning: Silvermoon Isle Collector's Edition,6.99,4,0,4
586700,Otherworld: Omens of Summer Collector's Edition,6.99,2,1,3
586710,Witches' Legacy: Slumbering Darkness Collector's Edition,6.99,1,0,1
586740,Spirits of Mystery: Song of the Phoenix Collector's Edition,6.99,2,0,2
586750,Sonny,3.99,140,91,231
586770,MEGALOMANIAC,0.99,11,3,14
586790,Hold your houses,0.79,10,14,24
586830,Mighty Monster Mayhem,10.99,15,5,20
586880,Mini Ghost,1.59,289,8,297
586890,Play with Balloon,4.79,0,1,1
586920,Empyrean Frontier,9.29,6,2,8
586930,Taken Souls: Blood Ritual Collector's Edition,4.99,14,26,40
586950,The Wizards - Enhanced Edition,19.99,186,27,213
586960,Upside Down,4.99,340,49,389
586970,Hungry Flame,4.99,115,41,156
586980,MadOut2 BigCityOnline,0.00,367,180,547
586990,Just VR Slingshot Target Practice,1.99,8,1,9
587000,First Strike: Final Hour,8.99,546,81,627
587010,EZRA: The Stranger,6.99,4,3,7
587070,PROTOThYPE _ a love story,1.69,6,1,7
587100,Ys SEVEN,19.99,225,22,247
587110,Ys: Memories of Celceta,19.99,148,11,159
587180,Wulverblade,11.39,57,6,63
587210,Skull Rush,0.79,9,9,18
587220,Jet Island,14.99,431,13,444
587260,Tokyo Xanadu eX+,46.49,371,40,411
587290,The Thing With Mistletoes,0.00,36,16,52
587310,Soma Spirits: Rebalance,2.09,21,0,21
587330,MARS SIMULATOR - RED PLANET,5.59,5,7,12
587390,LOR - League of Runners,3.99,7,12,19
587400,Snow Moto Racing Freedom,18.39,26,6,32
587420,Cart Racer,0.79,302,120,422
587430,I Expect You To Die,18.99,632,46,678
587440,Galactic Keep,7.19,12,2,14
587450,Saurian,14.99,605,280,885
587470,Chroma Lab,3.99,198,5,203
587480,elaine,1.59,3,0,3
587490,Dark Throne,0.79,16,16,32
587540,Deliverace,0.00,20,15,35
587560,Oodlescape - The Apocalypse,4.99,5,1,6
587570,Elsewhere High: Chapter 1 - A Visual Novel,0.00,37,17,54
587580,Nature Treks VR,7.99,153,22,175
587590,Unexpected Day,0.79,50,70,120
587620,OKAMI HD / 大神 絶景版,15.99,2854,236,3090
587690,The Artist,1.69,2,3,5
587710,Xenobox VR,3.99,3,0,3
587730,Orbital Injection,1.59,8,1,9
587770,4x4 Road Race,1.59,7,11,18
587790,Deadly Animal Duel,0.79,6,13,19
587810,Bang Bang Fruit,0.78,28,48,76
587830,Archery Practice VR,0.79,51,85,136
587840,In the Darkness of the Sea,0.00,44,14,58
587860,Tales of Escape,0.00,374,127,501
587920,Phantom Halls,15.49,29,10,39
587930,Under a Desert Sun,0.79,11,5,16
587970,Dead Drop,4.79,12,3,15
588030,Derail Valley,15.49,276,34,310
588040,WILL: A Wonderful World / WILL：美好世界,10.99,3344,178,3522
588050,You, With Me - A Kinetic Novel,1.99,7,15,22
588070,BrotherZ,3.99,2,10,12
588080,Numantia,7.59,20,5,25
588090,Starving,0.79,52,8,60
588100,Blood Harvest,1.99,71,23,94
588110,One Dog Story,6.99,71,33,104
588120,Capsa,0.00,67,50,117
588140,ESCAPE FROM VOYNA: Dead Forest,4.79,0,1,1
588160,Pizza Connection 3,19.49,266,364,630
588180,Totemori,0.00,217,34,251
588190,Tower!3D Pro,29.99,174,134,308
588200,MODSORK,5.19,11,0,11
588210,HELLION,19.99,1566,779,2345
588230,Beckett,7.19,40,0,40
588240,Frisky Business,3.99,162,28,190
588290,Goalie Challenge VR,0.00,66,4,70
588340,Stolen Steel VR,5.79,20,17,37
588350,VR Meditation SkyRun,0.79,1,1,2
588410,Virtual Sports,14.99,36,11,47
588420,Uncompromising Trash,0.79,78,55,133
588430,Fallout Shelter,0.00,21481,3569,25050
588490,TrickStyle,4.79,18,3,21
588540,Super Lovely Planet,3.99,14,4,18
588550,High Templar VR,0.79,1,3,4
588560,VRobot: VR Giant Robot Destruction Simulator,10.99,42,19,61
588620,Mary Le Chef - Cooking Passion,9.99,29,5,34
588630,Draw Rider 2,3.99,26,9,35
588650,Dead Cells,21.99,26033,1434,27467
588690,Peace, Death!,3.59,1000,62,1062
588710,Neighboring Islands,2.09,75,14,89
588730,Majotori,4.79,369,13,382
588750,King Of Dirt,5.19,11,11,22
588800,HEVN,14.99,6,3,9
588880,Crush,8.99,14,3,17
588890,Heroes of Arca,0.00,40,18,58
588920,BADASS,3.99,15,14,29
588950,Kingsway,6.99,713,78,791
588970,Oik,0.79,1060,126,1186
588980,Speed and Scream,3.99,8,8,16
588990,The Homestead Invasion,6.19,14,1,15
589060,Trapper Knight, Sharpshooter Princess,10.99,15,1,16
589080,Enigma Sphere :Enhanced Edition,13.59,2,4,6
589100,The Moonstone Equation,6.99,11,0,11
589110,Constricted VR,0.79,9,6,15
589150,Viking Rage,5.99,17,6,23
589160,Zombie Apocalypse,0.00,27,17,44
589170,Panzer Panic VR,6.99,7,5,12
589180,Defuser VR,0.79,0,1,1
589200,Dreadhalls,6.99,153,7,160
589220,UAYEB: The Dry Land - Episode 1,14.99,39,21,60
589240,Jaguar I-PACE Concept , Virtual Reality Experience,5,9,14
589250,PowersVR,6.99,32,6,38
589260,Nice Slice,1.59,9,4,13
589270,xoEl Empire,4.79,11,1,12
589280,Stunt Kite Masters VR,3.99,29,0,29
589290,Holdfast: Nations At War,14.99,4354,741,5095
589300,Legend of the Skyfish,5.59,23,9,32
589320,Catch a Lover,4.99,161,140,301
589360,Ni no Kuni™ II: Revenant Kingdom,49.99,3220,638,3858
589380,VRog,2.89,12,4,16
589410,Dammerlicht,0.79,10,2,12
589420,Grass Cutter - Mutated Lawns,2.49,205,23,228
589440,Obscure Realm,0.79,8,2,10
589460,Covert Syndrome,0.00,81,30,111
589470,Myrne: The Quest,5.99,20,4,24
589480,The Falconers: Moonlight,6.99,40,1,41
589510,Shovel Knight: Specter of Torment,6.99,119,13,132
589530,Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,22.99,312,53,365
589590,Kindergarten,3.99,2076,138,2214
589620,It Lurks in the Woods,0.00,35,16,51
589640,Spoids,1.69,31,10,41
589670,Double Kick Heroes,13.49,107,23,130
589680,Chainless,3.99,12,0,12
589690,Queen's Quest 3: The End of Dawn,6.99,32,11,43
589730,Tyd wag vir Niemand (Time waits for Nobody),6.99,25,16,41
589740,Blue Horizon,2.85,24,27,51
589760,Revhead,14.99,159,50,209
589770,Green Elephant 2D,1.69,255,13,268
589780,The Red Strings Club,11.39,2688,221,2909
589850,Leashed Soul,3.99,22,3,25
589860,SoulSet,12.99,53,2,55
589870,Learn to Fly 3,0.00,1921,270,2191
590250,The Frontier Outskirts VR,7.19,6,9,15
590270,Catsby,3.99,15,7,22
590280,Canvas The Gallery,0.00,186,13,199
590370,Tiny Troopers 2,4.79,10,5,15
590380,Into the Breach,11.39,5245,426,5671
590430,BeefeaterXO,0.00,8,5,13
590440,Carlos III y la difusión de la antigüedad,0.00,4,1,5
590530,World Builder,6.99,16,3,19
590560,Filthy, Stinking, Orcs!,10.59,5,9,14
590570,Paper Quest,1.99,0,1,1
590580,Dragon of Legends,8.29,7,15,22
590590,Remnants of Naezith,7.19,267,6,273
590600,LifeBase,9.99,1,2,3
590660,Shop Tycoon The Boss,3.99,4,6,10
590690,Sprint Vector,22.99,414,55,469
590720,Cobalt WASD,4.99,100,20,120
590770,Vectonic,0.00,5,2,7
590820,Pixel Stories of Dungeon,5.19,6,2,8
590840,Attack of the Giant Mutant Lizard,1.69,8,0,8
590870,Planetoid,1.99,12,10,22
590910,炎黄战纪之三国烽烟,0.00,181,84,265
590940,Split Of Knight,1.69,17,4,21
590950,Toaster Jam,1.99,31,1,32
590970,Hollow,14.99,89,132,221
591000,Deep Sixed,10.29,71,9,80
591010,Space Ripper,3.19,28,6,34
591080,Undead Hunter,3.19,7,6,13
591090,Bestseller: Curse of the Golden Owl,6.99,1,0,1
591130,Bunny Madness Anarchy,14.99,3,3,6
591140,Disc League,14.99,1,0,1
591350,Escape the Mazes,2.09,21,8,29
591360,Dreams of Dali,0.00,62,13,75
591370,Production Line : Car factory simulation,19.49,1355,208,1563
591380,Bomb Squad Academy,3.99,294,56,350
591420,Zup! 4,0.79,1786,237,2023
591460,Parkasaurus,15.49,576,17,593
591470,Dark Realm: Queen of Flames Collector's Edition,6.99,1,0,1
591560,Red Death,0.79,70,15,85
591580,Mystery Tales: The Lost Hope Collector's Edition,6.99,3,2,5
591610,Deep End,10.99,1,0,1
591630,Candleman: The Complete Journey,11.39,558,29,587
591640,Light It ~ てらし鬼 ~,4.79,3,0,3
591660,Final Rest,0.79,5,7,12
591680,Taphouse VR,0.00,99,5,104
591740,Sniper Fury,0.00,689,984,1673
591750,Solo,11.39,63,8,71
591790,BREACH IT,0.99,82,62,144
591910,World Basketball Manager 2,6.99,19,11,30
591920,Power Tools VR,1.69,2,3,5
591930,Genesia Legacy: Ultimate Domain,19.99,47,10,57
591940,The Normal Day,2.09,3,0,3
591950,Zpeciation: Tough Days (TD),0.79,19,15,34
591960,Animation Throwdown: The Quest for Cards,0.00,1112,476,1588
591990,Cosmic Awakening VR,9.29,14,6,20
592020,SmuggleCraft,7.19,19,1,20
592030,Just In Time Incorporated,11.39,90,22,112
592040,Energia,1.59,7,1,8
592060,Sons of Triskelion,2.79,3,5,8
592100,Flotilla 2,7.19,13,1,14
592120,Glyphs Apprentice,0.79,8,3,11
592130,NakedMan VS The Clothes,1.69,11,3,14
592200,Super Army of Tentacles 3: The Search for Army of Tentacles 2,7.99,16,3,19
592240,Jupiteration,2.09,15,3,18
592260,Dungeon Painter Studio,10.99,428,93,521
592270,Neko Navy,7.99,66,2,68
592300,Slowdrive,4.79,62,4,66
592320,The Ruins: VR Escape the Room,2.89,17,9,26
592340,Mall Empire,2.79,51,37,88
592360,Violet's Dream VR,3.99,0,1,1
592400,Courtyard Broomball,7.99,7,1,8
592410,Spacetours VR - Ep1 The Solar System,5.19,20,10,30
592550,Seasteader,11.39,15,16,31
592560,Hoop Route,2.09,3,1,4
592570,Wild Unknown,3.99,4,4,8
592620,Trajectory,6.19,8,3,11
592660,Zen Garden,3.99,9,6,15
592720,Paulo's Wing,4.99,5,3,8
592730,Aerial Destruction,2.79,44,18,62
592750,SPACE-FRIGHT,4.99,25,3,28
592780,Bang Bang Car,0.00,12,10,22
592890,Insidia,0.00,157,70,227
592990,ChemCaper™: Act I - Petticles in Peril,14.99,0,2,2
593030,Strategic Command WWII: War in Europe,29.99,73,12,85
593070,Digby Extreme,3.99,31,4,35
593090,GIPHY Museum of GIF Art,0.00,17,1,18
593200,The Adventures of Fei Duanmu 端木斐异闻录,2.79,1242,88,1330
593210,Counter Fight: Samurai Edition,6.99,32,1,33
593240,VR SUPER SPORTS,9.99,42,13,55
593250,Voxel Shot VR,9.99,12,0,12
593260,Planet Defender,4.99,5,3,8
593280,Cat Quest,9.99,2398,103,2501
593290,Moccasin,0.79,80,69,149
593330,Algotica Iterations,5.19,68,52,120
593340,Gaben Kingdom,0.79,33,11,44
593400,Float Gallery,0.00,6,4,10
593410,Elven Legend,1.59,18,4,22
593490,Empire Architect,10.99,105,50,155
593530,Jelly in the sky,4.79,61,56,117
593540,Elven Legend 2: The Bewitched Tree,1.59,8,3,11
593560,The Last Cargo,6.99,16,10,26
593600,PixARK,19.49,2507,1539,4046
593620,The Last Conflict,0.00,108,56,164
593670,Sponchies,0.00,30,4,34
593680,Rocking Pilot,2.09,35,1,36
593700,Tower Fortress,3.99,46,6,52
593730,Ouroboros: Prelude,5.59,4,4,8
593740,Dragon Climax,2.89,11,1,12
593850,Davyria: Heroes of Eternity,4.79,40,11,51
593900,Tender Loving Care,4.79,49,14,63
593950,世阳教你学防灾Shiyang teaches you to learn disaster prevention,0.79,4,6,10
593970,Clash of Vessels VR,2.79,3,0,3
593980,Gluon,2.89,2,4,6
594040,SERIES MAKERS TYCOON,5.19,49,19,68
594050,Red Alliance,9.29,33,4,37
594120,Fort Awesome,4.99,1,2,3
594130,Winds of Change,14.99,57,1,58
594150,airRevo VR,1.59,3,2,5
594160,The Last Patient,0.79,8,23,31
594200,Don't Get Hit In The Face,4.99,12,0,12
594300,Chasing Styx,0.00,48,12,60
594310,Reflection of a Fallen Feather,0.00,16,6,22
594320,Return of Red Riding Hood Enhanced Edition,2.09,33,3,36
594330,Visage,19.49,1124,163,1287
594350,Attack Helicopter Dating Simulator,7.19,41,4,45
594360,Sort 'Em,1.99,10,2,12
594370,Crazy Fishing,14.99,42,24,66
594410,Western Bank VR,4.79,6,0,6
594490,Deadly Hunter VR,0.00,183,36,219
594550,Arma: Cold War Assault Mac/Linux,3.49,40,10,50
594570,Total War: WARHAMMER II,39.99,19420,2994,22414
594640,Evil,0.79,17,37,54
594650,Hunt Showdown,25.99,20679,7074,27753
594660,Runt of the Litter,2.89,36,10,46
594680,Shuyan Saga™,14.99,256,38,294
594720,Star Merchant,1.59,29,22,51
594750,Tiles,2.79,44,9,53
594760,Zombie in my city,4.79,0,1,1
594810,Color Jumper,3.99,13,0,13
594820,An Oath to the Stars,6.99,5,2,7
594950,The Witches' Tea Party,5.59,56,1,57
594980,Super Amazeballs,3.99,28,0,28
595010,Violet Cycle,7.19,13,5,18
595030,Please,1.99,4,10,14
595060,Lionheart: Legacy of the Crusader,6.99,20,7,27
595070,Keep Balance VR,0.79,4,4,8
595080,Silver Grapple,10.99,20,2,22
595090,Prevent The Fall,6.99,54,32,86
595100,CTHON,3.99,31,13,44
595110,Gran Skrea Online,7.19,161,44,205
595120,Cold Space,4.79,99,36,135
595130,My Vet Practice,11.39,5,3,8
595140,Immortal Redneck,14.95,1259,124,1383
595150,My Vet Practice – Marine Patrol,11.39,1,2,3
595160,My Boyfriend – He loves me, he loves me not,11.39,1,11,12
595260,Heat Guardian,5.79,37,15,52
595270,Million to One Hero,12.99,9,0,9
595280,Throne of Lies® The Online Game of Deceit,6.99,1567,285,1852
595300,VR2: Vacate 2 Rooms (Virtual Reality Escape),5.99,13,3,16
595320,Polterheist,3.99,72,116,188
595360,NIGHTSTAR: Rogue Wings,6.99,20,8,28
595420,Franchise Hockey Manager 4,15.49,91,50,141
595430,Sky Knights,6.99,293,18,311
595440,CPU Invaders,0.79,401,74,475
595460,Flix and Chill,0.79,155,35,190
595470,Shadow Circuit,3.99,0,2,2
595480,Hunahpu: way of the Warrior,3.19,33,37,70
595520,FINAL FANTASY XII THE ZODIAC AGE,34.99,1706,277,1983
